Vuosi,Kk,Pv,Klo,Aikavyöhyke,Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2019,8,20,18:00,UTC,1019.9,0,84,16.8,5.3
2019,8,20,19:00,UTC,1020.2,0,87,16.3,4.3
2019,8,20,20:00,UTC,1020.3,0,90,15.9,4.3
2019,8,20,21:00,UTC,1020.5,0,90,16,5
2019,8,20,22:00,UTC,1020.8,0,91,15.8,3.8
2019,8,20,23:00,UTC,1020.9,0,92,16,4.4
2019,8,21,00:00,UTC,1021.2,0,94,15.7,3.2
2019,8,21,01:00,UTC,1021.5,0,96,15.7,4.2
2019,8,21,02:00,UTC,1021.6,0,96,15.7,4.5
2019,8,21,03:00,UTC,1021.5,0,96,15.8,4.5
2019,8,21,04:00,UTC,1021.6,0,94,16.3,4.7
2019,8,21,05:00,UTC,1021.8,0,91,16.5,5
2019,8,21,06:00,UTC,1021.9,0,93,16.5,5.1
2019,8,21,07:00,UTC,1021.9,0,90,17.3,5.1
2019,8,21,08:00,UTC,1021.8,0,85,17.9,4.8
2019,8,21,09:00,UTC,1022,0,84,18.4,6.1
2019,8,21,10:00,UTC,1021.7,0,82,18.6,5.7
2019,8,21,11:00,UTC,1021.3,0,78,19.2,4.8
2019,8,21,12:00,UTC,1020.9,0,77,19.3,7.2
2019,8,21,13:00,UTC,1020.4,0,76,19.4,5.5
2019,8,21,14:00,UTC,1020.1,0,72,19.2,5.1
2019,8,21,15:00,UTC,1020,0,74,19.5,3.9
2019,8,21,16:00,UTC,1020,0,80,18.6,4.5
2019,8,21,17:00,UTC,1020,0,87,17.4,3.5
2019,8,21,18:00,UTC,1020,0,90,16.4,4
2019,8,21,19:00,UTC,1020,0,89,15.7,4.1
2019,8,21,20:00,UTC,1020.2,0,81,15.6,4.1
2019,8,21,21:00,UTC,1020.4,0,83,14.6,4.7
2019,8,21,22:00,UTC,1020.3,0,88,13.6,3.8
2019,8,21,23:00,UTC,1020.4,0,91,13,4
2019,8,22,00:00,UTC,1020.7,0,94,12.8,3.9
2019,8,22,01:00,UTC,1020.9,0,94,12.8,4.2
2019,8,22,02:00,UTC,1021,0,97,12.3,2.9
2019,8,22,03:00,UTC,1021.1,0,97,12.9,2.9
2019,8,22,04:00,UTC,1021.3,0,97,13.9,3.5
2019,8,22,05:00,UTC,1021.5,0,91,15.3,3.9
2019,8,22,06:00,UTC,1021.7,0,81,16.6,4.2
2019,8,22,07:00,UTC,1021.7,0,70,18.1,5.3
2019,8,22,08:00,UTC,1021.9,0,62,19.4,5.6
2019,8,22,09:00,UTC,1022.2,0,53,19.8,5.9
2019,8,22,10:00,UTC,1022.1,0,47,21.3,6.3
2019,8,22,11:00,UTC,1022.3,0,41,22.2,6
2019,8,22,12:00,UTC,1022.6,0,61,20.8,6.6
2019,8,22,13:00,UTC,1022.7,0,65,20.3,5.7
2019,8,22,14:00,UTC,1022.9,0,61,21,7.3
2019,8,22,15:00,UTC,1023,0,66,19.7,6.8
2019,8,22,16:00,UTC,1023.3,0,69,19.1,5.9
2019,8,22,17:00,UTC,1023.4,0,76,17.6,6.6
2019,8,22,18:00,UTC,1023.9,0,78,16.3,5.8
2019,8,22,19:00,UTC,1024.2,0,78,15.5,6.3
2019,8,22,20:00,UTC,1024.5,0,81,15.1,4.8
2019,8,22,21:00,UTC,1024.5,0,84,14.7,3.8
2019,8,22,22:00,UTC,1024.3,0,84,15,3.8
2019,8,22,23:00,UTC,1023.9,0,86,15.4,4.1
2019,8,23,00:00,UTC,1023.8,0,89,15.6,4.5
2019,8,23,01:00,UTC,1023.7,0,91,16,5.3
2019,8,23,02:00,UTC,1023.2,0,94,15.9,4.9
2019,8,23,03:00,UTC,1023.4,8.9,96,13,3.2
2019,8,23,04:00,UTC,1023.5,10.5,98,13,1.8
2019,8,23,05:00,UTC,1023.4,10.3,98,13.3,2
2019,8,23,06:00,UTC,1022.6,10.6,98,13.5,2.7
2019,8,23,07:00,UTC,1022.2,3,98,14.4,2.5
2019,8,23,08:00,UTC,1021.6,0,89,17,7.3
2019,8,23,09:00,UTC,1021.3,0,82,18.3,6.7
2019,8,23,10:00,UTC,1021.2,0,80,18.7,8.4
2019,8,23,11:00,UTC,1020.9,0,77,19.3,9.4
2019,8,23,12:00,UTC,1020.5,0,74,20,7.8
2019,8,23,13:00,UTC,1019.9,0,79,18.5,7.6
2019,8,23,14:00,UTC,1019.4,2.1,95,16.1,7
2019,8,23,15:00,UTC,1018.4,2.4,95,15.6,5.6
2019,8,23,16:00,UTC,1017.6,0.4,95,15.3,6.1
2019,8,23,17:00,UTC,1016.7,1.3,97,15.2,5.3
2019,8,23,18:00,UTC,1016.4,0.2,97,15.6,5.6
2019,8,23,19:00,UTC,1016.3,0.1,97,15.8,5
2019,8,23,20:00,UTC,1016.4,0,97,16,4.6
2019,8,23,21:00,UTC,1016.4,0,96,15.8,4.3
2019,8,23,22:00,UTC,1016.6,0,97,15.1,4.2
2019,8,23,23:00,UTC,1017,0,98,14.8,3.6
2019,8,24,00:00,UTC,1017.2,0,98,14.5,4.1
2019,8,24,01:00,UTC,1017.8,0,98,14.1,3.9
2019,8,24,02:00,UTC,1018.2,0,97,13.6,3.8
2019,8,24,03:00,UTC,1018.7,0,98,13.3,3.8
2019,8,24,04:00,UTC,1019.2,0,97,13.9,4.4
2019,8,24,05:00,UTC,1019.6,0,93,15,4.5
2019,8,24,06:00,UTC,1020,0,84,16.3,5.3
2019,8,24,07:00,UTC,1020.5,0,70,17.7,5.8
2019,8,24,08:00,UTC,1021.2,0,65,18.4,7.2
2019,8,24,09:00,UTC,1021.8,0,58,19,6.8
2019,8,24,10:00,UTC,1022.1,0,56,20.2,5.5
2019,8,24,11:00,UTC,1022.7,0,52,20.8,5.6
2019,8,24,12:00,UTC,1023.1,0,46,21.2,5.2
2019,8,24,13:00,UTC,1023.8,0,44,21.5,4.9
2019,8,24,14:00,UTC,1024.2,0,43,21.8,4.4
2019,8,24,15:00,UTC,1024.3,0,48,20.3,3.9
2019,8,24,16:00,UTC,1024.7,0,46,20.6,3.8
2019,8,24,17:00,UTC,1025.1,0,53,19,2.3
2019,8,24,18:00,UTC,1025.6,0,62,16.7,2.7
2019,8,24,19:00,UTC,1025.9,0,70,15.3,2.5
2019,8,24,20:00,UTC,1026.2,0,74,14.4,3.6
2019,8,24,21:00,UTC,1026.4,0,77,13.9,2.7
2019,8,24,22:00,UTC,1026.9,0,84,12.7,2.4
2019,8,24,23:00,UTC,1027.2,0,90,11.8,2
2019,8,25,00:00,UTC,1027.6,0,94,11.2,2.2
2019,8,25,01:00,UTC,1027.8,0,96,10.4,2.4
2019,8,25,02:00,UTC,1028.1,0,97,10,1.5
2019,8,25,03:00,UTC,1028.3,0,98,9.7,1.8
2019,8,25,04:00,UTC,1028.4,0,98,10,1.6
2019,8,25,05:00,UTC,1028.6,0,91,13.1,1.1
2019,8,25,06:00,UTC,1028.6,0,79,16.9,1.3
2019,8,25,07:00,UTC,1028.5,0,73,18.7,2
2019,8,25,08:00,UTC,1028.6,0,62,19.1,2.1
2019,8,25,09:00,UTC,1028.4,0,54,20.1,2.8
2019,8,25,10:00,UTC,1028.6,0,62,20.4,3.3
2019,8,25,11:00,UTC,1028.3,0,58,20.3,4.2
2019,8,25,12:00,UTC,1028,0,57,20.7,5.2
2019,8,25,13:00,UTC,1027.5,0,54,20.2,5.8
2019,8,25,14:00,UTC,1027.3,0,58,19.9,6.5
2019,8,25,15:00,UTC,1026.8,0,56,20,5.5
2019,8,25,16:00,UTC,1026.4,0,64,18,4.3
2019,8,25,17:00,UTC,1026.1,0,71,17,3.6
2019,8,25,18:00,UTC,1025.9,0,70,16.5,4.1
2019,8,25,19:00,UTC,1025.7,0,85,15.6,3.2
2019,8,25,20:00,UTC,1025,0,85,15.7,4.7
2019,8,25,21:00,UTC,1025.3,0,89,15.5,3.4
2019,8,25,22:00,UTC,1025.3,0,90,15.5,4.3
2019,8,25,23:00,UTC,1025,0,90,15.8,5.2
2019,8,26,00:00,UTC,1024.4,0,92,15.6,4.7
2019,8,26,01:00,UTC,1024.1,0,92,15.6,5.1
2019,8,26,02:00,UTC,1024.1,0,91,15.4,4.2
2019,8,26,03:00,UTC,1023.8,0,92,15.3,4.3
2019,8,26,04:00,UTC,1023.4,0,93,15.4,3.6
2019,8,26,05:00,UTC,1023.3,0,89,16.8,3.8
2019,8,26,06:00,UTC,1023.2,0,88,17.3,5
2019,8,26,07:00,UTC,1023,0,85,18.2,2.9
2019,8,26,08:00,UTC,1023.1,0,81,19.2,3.7
2019,8,26,09:00,UTC,1023,0,75,20.7,4.2
2019,8,26,10:00,UTC,1022.8,0,77,21,3.8
2019,8,26,11:00,UTC,1022.7,0,74,22.1,2.4
2019,8,26,12:00,UTC,1022.6,0,72,22.6,3.4
2019,8,26,13:00,UTC,1022.4,0,70,22.7,3
2019,8,26,14:00,UTC,1022.2,0,64,23.5,2.3
2019,8,26,15:00,UTC,1022.3,0,60,23.7,3.3
2019,8,26,16:00,UTC,1022.3,0,69,22.5,2.2
2019,8,26,17:00,UTC,1022.3,0,76,20.8,3.4
2019,8,26,18:00,UTC,1022.5,0,82,19.5,3.2
2019,8,26,19:00,UTC,1022.7,0,86,18.7,3.5
2019,8,26,20:00,UTC,1022.9,0,85,18.4,4.3
2019,8,26,21:00,UTC,1023.3,0,87,17.6,4
2019,8,26,22:00,UTC,1023.7,0,90,16.7,3.4
2019,8,26,23:00,UTC,1024,0,90,16.6,3.1
2019,8,27,00:00,UTC,1024.3,0,96,15.3,3.5
2019,8,27,01:00,UTC,1024.5,0,95,14.7,2.5
2019,8,27,02:00,UTC,1024.9,0,96,14.1,2.6
2019,8,27,03:00,UTC,1025.3,0,97,13.7,2.6
2019,8,27,04:00,UTC,1025.4,0,98,13.9,2.3
2019,8,27,05:00,UTC,1025.8,0,91,16.1,0.9
2019,8,27,06:00,UTC,1025.8,0,79,18.7,1.4
2019,8,27,07:00,UTC,1026.1,0,75,20.5,2
2019,8,27,08:00,UTC,1026.4,0,54,20.8,3.1
2019,8,27,09:00,UTC,1026.7,0,57,21.9,2.7
2019,8,27,10:00,UTC,1027,0,63,21.3,3.4
2019,8,27,11:00,UTC,1026.9,0,69,21.3,2.4
2019,8,27,12:00,UTC,1026.8,0,69,21.9,2.9
2019,8,27,13:00,UTC,1026.6,0,66,21.6,2.9
2019,8,27,14:00,UTC,1026.3,0,65,22.2,2.1
2019,8,27,15:00,UTC,1026.2,0,67,21,2.5
2019,8,27,16:00,UTC,-,-,-,-,-
2019,8,27,17:00,UTC,-,-,-,-,-
2019,8,27,18:00,UTC,1025.8,0,94,17.4,1
2019,8,27,19:00,UTC,1025.9,0,97,16.6,2.3
2019,8,27,20:00,UTC,1026,0,98,16.2,1.3
2019,8,27,21:00,UTC,1026.4,0,99,16,2
2019,8,27,22:00,UTC,1026.5,0,99,15.9,1.1
2019,8,27,23:00,UTC,1026.6,0,99,14.8,0
2019,8,28,00:00,UTC,1026.7,0,99,14.4,1.5
2019,8,28,01:00,UTC,1026.8,0,99,13.6,1.9
2019,8,28,02:00,UTC,1026.9,0,99,13.7,1.8
2019,8,28,03:00,UTC,1026.8,0,100,13,1.6
2019,8,28,04:00,UTC,1026.6,0,99,13.9,1.7
2019,8,28,05:00,UTC,1026.6,0,100,15.6,2.2
2019,8,28,06:00,UTC,1026.5,0,85,18.7,2.3
2019,8,28,07:00,UTC,1026.3,0,75,20.2,3.2
2019,8,28,08:00,UTC,1026.3,0,73,21.6,2.2
2019,8,28,09:00,UTC,1026,0,68,22.1,2.1
2019,8,28,10:00,UTC,1025.8,0,63,22.9,2.3
2019,8,28,11:00,UTC,1025.6,0,59,23.6,2.9
2019,8,28,12:00,UTC,1025.2,0,60,24.3,3.1
2019,8,28,13:00,UTC,1024.9,0,57,24.8,2.8
2019,8,28,14:00,UTC,1024.6,0,64,23.7,2.9
2019,8,28,15:00,UTC,1024.3,0,65,22.6,3.4
2019,8,28,16:00,UTC,1023.8,0,67,21.8,3.1
2019,8,28,17:00,UTC,1023.5,0,70,20.8,2.8
2019,8,28,18:00,UTC,1023.3,0,78,19.4,2.9
2019,8,28,19:00,UTC,1023.1,0,82,19,2.9
2019,8,28,20:00,UTC,1022.8,0,87,18.5,3
2019,8,28,21:00,UTC,1023,0,84,18.8,3.9
2019,8,28,22:00,UTC,1023.1,0,81,19.2,4.8
2019,8,28,23:00,UTC,1023,0,80,18.8,4.6
2019,8,29,00:00,UTC,1022.8,0,84,18,4
2019,8,29,01:00,UTC,1022.7,0,86,17.4,2.7
2019,8,29,02:00,UTC,1022.3,0,86,17,3.2
2019,8,29,03:00,UTC,1022.1,0,89,16.6,2.5
2019,8,29,04:00,UTC,1021.9,0,90,16.6,2.4
2019,8,29,05:00,UTC,1021.7,0,81,17.8,2.6
2019,8,29,06:00,UTC,1021.3,0,74,19.7,3.3
2019,8,29,07:00,UTC,1021.1,0,69,20.3,3.7
2019,8,29,08:00,UTC,1020.5,0,68,21.3,3.4
2019,8,29,09:00,UTC,1020.3,0,69,20.9,3.8
2019,8,29,10:00,UTC,1020.3,0,64,21.8,3.9
2019,8,29,11:00,UTC,1019.9,0,64,22.3,4.1
2019,8,29,12:00,UTC,1019.5,0,64,22.4,5.2
2019,8,29,13:00,UTC,1019.1,0,65,22.8,4
2019,8,29,14:00,UTC,1018.6,0,65,22.8,3.1
2019,8,29,15:00,UTC,1018.1,0,65,22.7,3.1
2019,8,29,16:00,UTC,1018,0,71,21.5,2.1
2019,8,29,17:00,UTC,1017.4,0,75,20.6,2.9
2019,8,29,18:00,UTC,1017.3,0,79,19.9,3.2
2019,8,29,19:00,UTC,1016.9,0,79,19.6,3
2019,8,29,20:00,UTC,1016.6,0,80,19.4,3.4
2019,8,29,21:00,UTC,1016.3,0,77,19.7,4.7
2019,8,29,22:00,UTC,1016,0,80,19.2,4.7
2019,8,29,23:00,UTC,1015.9,0,79,19.3,4.2
2019,8,30,00:00,UTC,1015.5,0,80,19.2,4
2019,8,30,01:00,UTC,1015.5,0,81,19.2,3.1
2019,8,30,02:00,UTC,1015.3,0.2,91,18.1,3.5
2019,8,30,03:00,UTC,1015.2,2.9,97,17.6,4.1
2019,8,30,04:00,UTC,1015.2,0.3,97,17.7,3.1
2019,8,30,05:00,UTC,1015.3,0,96,17.9,3.6
2019,8,30,06:00,UTC,1015.5,0,95,18.4,3.2
2019,8,30,07:00,UTC,1015.8,0,96,18.6,3.7
2019,8,30,08:00,UTC,1016.4,0,96,18.9,3.7
2019,8,30,09:00,UTC,1016.7,0,93,19.5,3.6
2019,8,30,10:00,UTC,1016.9,0,89,20.3,4.8
2019,8,30,11:00,UTC,1017.2,0,88,21,3.5
2019,8,30,12:00,UTC,1017.2,0,82,21.6,2.9
2019,8,30,13:00,UTC,1017.4,0,81,22,3
2019,8,30,14:00,UTC,1017.4,0,79,21.1,4.8
2019,8,30,15:00,UTC,1017.6,0,78,20.4,5.5
2019,8,30,16:00,UTC,1017.6,0,83,18.9,4.6
2019,8,30,17:00,UTC,1017.8,0,87,17.9,4.6
2019,8,30,18:00,UTC,1018.3,0,88,17.3,4.7
2019,8,30,19:00,UTC,1018.6,0,90,16.9,3.9
2019,8,30,20:00,UTC,1018.8,0,90,16.5,4.7
2019,8,30,21:00,UTC,1019.1,0,96,15.5,3.5
2019,8,30,22:00,UTC,1019.6,0,96,15.2,3.8
2019,8,30,23:00,UTC,1019.7,0,97,14.9,1.9
2019,8,31,00:00,UTC,1019.6,0,97,14.9,2.3
2019,8,31,01:00,UTC,1019.8,0,97,14.8,2.9
2019,8,31,02:00,UTC,1019.8,0,98,14.3,2.9
2019,8,31,03:00,UTC,1019.9,0,97,14.2,3.3
2019,8,31,04:00,UTC,1020.2,0,97,14.2,3.1
2019,8,31,05:00,UTC,1020.4,0,91,15.9,3
2019,8,31,06:00,UTC,1020.5,0,79,18.5,3.2
2019,8,31,07:00,UTC,1020.5,0,77,18.6,3
2019,8,31,08:00,UTC,1020.7,0,72,18.9,3.9
2019,8,31,09:00,UTC,1021,0,69,19.8,3.6
2019,8,31,10:00,UTC,1020.9,0,69,20.7,5.4
2019,8,31,11:00,UTC,1020.9,0,65,21.4,4.9
2019,8,31,12:00,UTC,1020.7,0,66,20.8,6.3
2019,8,31,13:00,UTC,1020.5,0,68,20.7,5.7
2019,8,31,14:00,UTC,1020.2,0,68,20.8,5.8
2019,8,31,15:00,UTC,1019.9,0,68,20.4,5.5
2019,8,31,16:00,UTC,1019.5,0,71,19.3,4.3
2019,8,31,17:00,UTC,1019.4,0,73,17.9,3.2
2019,8,31,18:00,UTC,1019.4,0,79,17,3.7
2019,8,31,19:00,UTC,1019.4,0,78,16.4,3.1
2019,8,31,20:00,UTC,1019.3,0,81,15.9,3.4
2019,8,31,21:00,UTC,1019.4,0,91,15.3,3.3
2019,8,31,22:00,UTC,1019.4,0,97,15.2,2.5
2019,8,31,23:00,UTC,1019.2,0,98,15.3,2.3
2019,9,1,00:00,UTC,1018.9,0,99,15.3,2.3
2019,9,1,01:00,UTC,1018.9,0,99,15,1.9
2019,9,1,02:00,UTC,1018.6,0,99,14.5,2.1
2019,9,1,03:00,UTC,1018.3,0,99,14.8,2.7
2019,9,1,04:00,UTC,1018.3,0,99,14.8,2.3
2019,9,1,05:00,UTC,1018,0,99,15.5,2.4
2019,9,1,06:00,UTC,1017.8,0,85,18.5,3
2019,9,1,07:00,UTC,1017.6,0,75,19.6,2.9
2019,9,1,08:00,UTC,1017.3,0,70,20.8,2.8
2019,9,1,09:00,UTC,1017.3,0,57,21.2,2.5
2019,9,1,10:00,UTC,1016.9,0,49,21.6,3
2019,9,1,11:00,UTC,1016.4,0,54,22.3,3.2
2019,9,1,12:00,UTC,1016,0,58,21.3,4
2019,9,1,13:00,UTC,1015.6,0,59,21.3,3.8
2019,9,1,14:00,UTC,1015.1,0,60,21.1,3.3
2019,9,1,15:00,UTC,1014.6,0,61,20.1,4.7
2019,9,1,16:00,UTC,1014.6,0,71,19.4,3.2
2019,9,1,17:00,UTC,1014.4,0,77,18.6,4.6
2019,9,1,18:00,UTC,1014.2,0,81,18.1,3
2019,9,1,19:00,UTC,1013.8,0,87,17.7,2.7
2019,9,1,20:00,UTC,1013.3,0,90,17.5,3
2019,9,1,21:00,UTC,1013.1,0,89,17.5,3.5
2019,9,1,22:00,UTC,1013,0,81,18.2,4.3
2019,9,1,23:00,UTC,1013,0,82,18.2,4.4
2019,9,2,00:00,UTC,1012.8,0,83,17.6,4
2019,9,2,01:00,UTC,1012.5,0,87,17.3,3.7
2019,9,2,02:00,UTC,1012.3,0,89,17,3.3
2019,9,2,03:00,UTC,1011.8,0,91,16.8,2.9
2019,9,2,04:00,UTC,1011.4,0,92,16.7,3.6
2019,9,2,05:00,UTC,1011.4,0,88,17.8,3.4
2019,9,2,06:00,UTC,1011.1,0,81,19.2,5.5
2019,9,2,07:00,UTC,1011.1,0,79,19.8,5.4
2019,9,2,08:00,UTC,1011.1,0,73,20.5,4.9
2019,9,2,09:00,UTC,1010.7,0,72,21.3,4
2019,9,2,10:00,UTC,1010.6,0,66,22,6
2019,9,2,11:00,UTC,1010.3,0,63,23,4.2
2019,9,2,12:00,UTC,1010.1,0,62,22.6,5.6
2019,9,2,13:00,UTC,1009.9,0,66,22.1,3.7
2019,9,2,14:00,UTC,1009.8,0,71,21.3,3.5
2019,9,2,15:00,UTC,1009.6,0,83,19.8,3.8
2019,9,2,16:00,UTC,1009.6,1.9,96,17.9,3.9
2019,9,2,17:00,UTC,1010.1,1.5,95,16.8,8.4
2019,9,2,18:00,UTC,1011.2,3.5,95,14.1,8.3
2019,9,2,19:00,UTC,1012,0.5,95,14,3.8
2019,9,2,20:00,UTC,1012.3,0.1,94,13.5,3
2019,9,2,21:00,UTC,1012.9,0,95,12.8,3
2019,9,2,22:00,UTC,1013,0,95,12.7,3.1
2019,9,2,23:00,UTC,1013.3,0,96,12.8,3.4
2019,9,3,00:00,UTC,1013.5,0,95,13,3.1
2019,9,3,01:00,UTC,1013.7,0,97,12.8,3.5
2019,9,3,02:00,UTC,1013.8,0,96,13.2,3.2
2019,9,3,03:00,UTC,1014.1,0,96,13.1,2.1
2019,9,3,04:00,UTC,1014.3,0,96,13.7,2.9
2019,9,3,05:00,UTC,1014.5,0,90,14.8,3
2019,9,3,06:00,UTC,1014.9,0,81,15.4,3.7
2019,9,3,07:00,UTC,1015.2,0,74,16.6,3.9
2019,9,3,08:00,UTC,1015.4,0,73,16.3,3.8
2019,9,3,09:00,UTC,1015.4,0,67,17.2,3.8
2019,9,3,10:00,UTC,1015.6,0,62,17.1,4.6
2019,9,3,11:00,UTC,1015.5,0,62,18.6,3.5
2019,9,3,12:00,UTC,1015.4,0,61,19,6.4
2019,9,3,13:00,UTC,1015.1,0,60,18.7,6.4
2019,9,3,14:00,UTC,1015,0,60,18.1,5.3
2019,9,3,15:00,UTC,1014.8,0,61,17,5.8
2019,9,3,16:00,UTC,1014.8,0,59,16.9,6.3
2019,9,3,17:00,UTC,1014.7,0,67,15.5,5.5
2019,9,3,18:00,UTC,1014.8,0,71,14.8,5.1
2019,9,3,19:00,UTC,1014.9,0,77,13.8,3.4
2019,9,3,20:00,UTC,1015,0,78,13.3,2.9
2019,9,3,21:00,UTC,1014.7,0,84,11.8,1.5
2019,9,3,22:00,UTC,1014.4,0,88,11.6,1.8
2019,9,3,23:00,UTC,1014.1,0,91,11.3,2.1
2019,9,4,00:00,UTC,1013.6,0,77,12.9,2.8
2019,9,4,01:00,UTC,1013.2,0,74,14.1,3.8
2019,9,4,02:00,UTC,1012.8,0,74,15.2,4.5
2019,9,4,03:00,UTC,1012.4,0,74,15,5.1
2019,9,4,04:00,UTC,1012,0,79,15.2,5.4
2019,9,4,05:00,UTC,1011.7,0,83,15.3,4.7
2019,9,4,06:00,UTC,1011.4,0,85,15.8,5.8
2019,9,4,07:00,UTC,1011.4,0,84,16.2,5.8
2019,9,4,08:00,UTC,1011.1,0,79,17.2,5.2
2019,9,4,09:00,UTC,1011,0,82,17,5.7
2019,9,4,10:00,UTC,1010.9,0,74,18.5,7.1
2019,9,4,11:00,UTC,1010.6,0,71,19.5,7.1
2019,9,4,12:00,UTC,1010.7,0,74,18.7,7.4
2019,9,4,13:00,UTC,1010.4,0,68,19.9,5.2
2019,9,4,14:00,UTC,1010.6,0,59,19.7,6.1
2019,9,4,15:00,UTC,1010.5,0,64,18.1,6
2019,9,4,16:00,UTC,1010.8,0,72,16.7,5.7
2019,9,4,17:00,UTC,1011.2,0,75,16,4.4
2019,9,4,18:00,UTC,1011.5,0,82,15.6,3.3
2019,9,4,19:00,UTC,1011.6,0,85,14.6,3.3
2019,9,4,20:00,UTC,1011.8,0,88,14,3.2
2019,9,4,21:00,UTC,1011.9,0,92,13.5,2.4
2019,9,4,22:00,UTC,1011.9,0,93,13.2,1.9
2019,9,4,23:00,UTC,1011.7,0,93,12.7,1.7
2019,9,5,00:00,UTC,1011.6,0,94,12.7,1.1
2019,9,5,01:00,UTC,1011.3,0,89,13.5,3.3
2019,9,5,02:00,UTC,1011.1,0,85,14.4,4.8
2019,9,5,03:00,UTC,1010.8,0,91,14.5,5.3
2019,9,5,04:00,UTC,1010.5,0,89,14.8,5.1
2019,9,5,05:00,UTC,1010.1,0,82,15.3,5.8
2019,9,5,06:00,UTC,1010,0,81,15.8,6.1
2019,9,5,07:00,UTC,1009.5,0,83,16.3,4.9
2019,9,5,08:00,UTC,1009.4,0,83,16.5,5.2
2019,9,5,09:00,UTC,1008.9,0,82,17.2,5.9
2019,9,5,10:00,UTC,1008.3,0,72,19.2,6.4
2019,9,5,11:00,UTC,1007.8,0,75,18.5,6.4
2019,9,5,12:00,UTC,1007.5,0,70,19.5,6.8
2019,9,5,13:00,UTC,1007.2,0,70,19.5,5.6
2019,9,5,14:00,UTC,1007.9,0,84,17.6,6.5
2019,9,5,15:00,UTC,1007.8,1.5,93,16.2,6.4
2019,9,5,16:00,UTC,1007.5,0.1,84,17.2,6.1
2019,9,5,17:00,UTC,1007.4,0.1,88,17.2,4.8
2019,9,5,18:00,UTC,1007.5,0.5,92,16.2,5.9
2019,9,5,19:00,UTC,1007.4,0.1,90,16.6,5.2
2019,9,5,20:00,UTC,1007.5,0,90,16.6,6
2019,9,5,21:00,UTC,1007.5,0,90,16.2,7.4
2019,9,5,22:00,UTC,1007.6,0,90,15.7,6.3
2019,9,5,23:00,UTC,1007.7,0,90,15.7,5.7
2019,9,6,00:00,UTC,1007.9,0,91,15.3,4.8
2019,9,6,01:00,UTC,1008,0,91,15.1,5.9
2019,9,6,02:00,UTC,1007.9,0,92,14.9,5.5
2019,9,6,03:00,UTC,1007.8,0,90,15,5.5
2019,9,6,04:00,UTC,1007.8,0,91,15,6.1
2019,9,6,05:00,UTC,1008,0,87,15.2,6.8
2019,9,6,06:00,UTC,1008.5,1.6,94,13.8,3.7
2019,9,6,07:00,UTC,1008.8,0.3,91,14.6,4.5
2019,9,6,08:00,UTC,1009.5,0,85,15.6,5.5
2019,9,6,09:00,UTC,1010,0,81,15.9,4.4
2019,9,6,10:00,UTC,1010.5,0.1,87,13.8,7.2
2019,9,6,11:00,UTC,1011.1,0.2,70,17.1,5.6
2019,9,6,12:00,UTC,1011.8,0,71,15.2,7.2
2019,9,6,13:00,UTC,1012.3,0,70,17.2,4.5
2019,9,6,14:00,UTC,1012.9,0,66,17.6,5.6
2019,9,6,15:00,UTC,1013.8,0,62,16,7.1
2019,9,6,16:00,UTC,1014.6,0,69,15.2,3
2019,9,6,17:00,UTC,1015.6,0,71,14.2,4.1
2019,9,6,18:00,UTC,1016.3,0,84,13.5,4.3
2019,9,6,19:00,UTC,1017,0,84,12.9,4
2019,9,6,20:00,UTC,1017.4,0,84,12.4,4.1
2019,9,6,21:00,UTC,1018.1,0,87,12.2,3.5
2019,9,6,22:00,UTC,1018.5,0,91,11.2,2.9
2019,9,6,23:00,UTC,1018.9,0,88,10.9,2.3
2019,9,7,00:00,UTC,1019.2,0,95,10.1,0.9
2019,9,7,01:00,UTC,1019.4,0,95,9.5,1.3
2019,9,7,02:00,UTC,1019.7,0,96,10.2,2.2
2019,9,7,03:00,UTC,1020.1,0,97,10.3,2.8
2019,9,7,04:00,UTC,1020.1,0,93,11.9,2.5
2019,9,7,05:00,UTC,1020.4,0,89,13.2,2.6
2019,9,7,06:00,UTC,1020.9,0,85,14.9,3.5
2019,9,7,07:00,UTC,1021.1,0,78,15.9,4.8
2019,9,7,08:00,UTC,1021.4,0,78,15.6,5.4
2019,9,7,09:00,UTC,1021.8,0,73,17.3,5
2019,9,7,10:00,UTC,1022,0,64,17.2,5.5
2019,9,7,11:00,UTC,1022.1,0,67,18,3.7
2019,9,7,12:00,UTC,1022,0,66,17.7,4.8
2019,9,7,13:00,UTC,1022.2,0,80,15.7,4.7
2019,9,7,14:00,UTC,1022.3,0.5,85,15.9,3
2019,9,7,15:00,UTC,1022.7,2.5,96,14.6,2.4
2019,9,7,16:00,UTC,1022.9,0,93,14.7,1.4
2019,9,7,17:00,UTC,1023.1,0,95,14.6,2.9
2019,9,7,18:00,UTC,1023.4,0,91,14.3,2.6
2019,9,7,19:00,UTC,1023.7,0,91,13.7,2.6
2019,9,7,20:00,UTC,1024,0,95,13,2.6
2019,9,7,21:00,UTC,1024.2,0,95,12.9,2.6
2019,9,7,22:00,UTC,1024.3,0,98,13,2.4
2019,9,7,23:00,UTC,1024.5,0,97,13.1,2.2
2019,9,8,00:00,UTC,1024.6,0,97,13.3,2.7
2019,9,8,01:00,UTC,1024.7,0,97,13,3
2019,9,8,02:00,UTC,1024.8,0,96,13.4,2.9
